TRACT,RESPNUM_,FIPS,SEX,EDUCATION,AGE,Xcoord0,Ycoord0,Xcoord1,Ycoord1
2927,0069,421010069002,2,2,33,-75.21660843429568,39.9276470166771,-75.21754022502319,39.93136415671932
2356,0077,421010077001,1,3,48,-75.21020982055646,39.94819933172876,-75.20699266634797,39.947733312891785
2275,0071,421010071004,1,1,63,-75.23030150793264,39.93822619703025,-75.2297049774409,39.93780872436435
704,0070,421010070004,1,2,65,-75.22186690543664,39.93411865041986,-75.22497346744039,39.93562738074752
224,0070,421010070006,1,1,48,-75.22263910294738,39.937206723288426,-75.22027877981786,39.93556734053162
1737,0070,421010070003,2,1,47,-75.21911334633293,39.933979611564965,-75.22376611234527,39.93186752258492
803,0070,421010070001,1,3,66,-75.21865306355284,39.93633621981393,-75.2186049520247,39.93641687756747
725,0070,421010070006,1,1,78,-75.22376321544414,39.936693088911916,-75.22158339264577,39.93646937049394
1665,0070,421010070001,1,4,24,-75.21951797398803,39.93775380216238,-75.21915079224698,39.93842880706591
2572,0071,421010071002,1,3,55,-75.22667593250965,39.93802548279298,-75.22687123302752,39.937724145457715
1568,0069,421010069001,1,1,46,-75.21291670571665,39.930945125394345,-75.21296004116773,39.92843333177842
126,0071,421010071007,1,2,59,-75.22468586973115,39.94300405960197,-75.22549345111254,39.94213958339559
2481,0078,421010078004,2,4,73,-75.21605466100476,39.94750582579619,-75.22012664325665,39.94806143301494
3182,0069,421010069001,1,3,25,-75.21065487282648,39.93193792050498,-75.21159815065,39.93099110505165
2946,0071,421010071001,2,3,68,-75.22266425451494,39.9395701235625,-75.22239996875619,39.93822310524058
1803,0071,421010071004,1,1,43,-75.22855847249808,39.93834193176708,-75.23103528092395,39.93834380520719
36,0071,421010071001,1,3,69,-75.22505035376666,39.93953747748115,-75.22192427526345,39.93893066088585
3245,0074,421010074006,2,2,63,-75.21843943868697,39.93866737186217,-75.21585110888753,39.939172670482066
920,0071,421010071007,2,2,44,-75.22533910027674,39.942684778795645,-75.22443512005465,39.9415475002239
2965,0071,421010071004,2,1,44,-75.22916632822465,39.93912568539091,-75.23023432350342,39.93882275051857
722,0078,421010078004,1,5,31,-75.21785145585481,39.948185570354156,-75.2181548058543,39.947893726812104
1643,0070,421010070006,1,5,50,-75.22309972258567,39.936806175947744,-75.22186583745471,39.936590643796094
2406,0073,421010073005,1,1,63,-75.22171959851924,39.945724917851024,-75.22066385358835,39.94504191120838
354,0072,421010072007,1,2,57,-75.23277877848213,39.94339035999948,-75.23082781548612,39.94443479032539
1879,0073,421010073002,2,2,41,-75.22381660294879,39.94397559955132,-75.22129245141406,39.940909446751185
708,0070,421010070004,1,2,59,-75.22397142522556,39.93533044203948,-75.22530812335813,39.93529875211707
253,0070,421010070006,1,1,51,-75.22212947105207,39.936686760188564,-75.22322423119475,39.93585130666929
180,0078,421010078004,1,5,30,-75.21852833925165,39.94706792596234,-75.21834754729642,39.94734766488546
2096,0074,421010074006,2,2,47,-75.21828050061089,39.93987717109539,-75.21945339345939,39.9393487858755
146,0070,421010070004,1,2,40,-75.22381756984883,39.935557925169974,-75.22400875968334,39.93460299764886
1554,0073,421010073002,2,2,63,-75.22231262667543,39.94304232732023,-75.22283005588845,39.94352215898207
3051,0069,421010069001,1,2,32,-75.21439970510393,39.92826002287413,-75.20904804233318,39.9317465066076
2207,0071,421010071004,2,1,46,-75.22784721745249,39.93786069131526,-75.22964280363499,39.93708929398995
222,0073,421010073002,1,2,61,-75.2229342301685,39.943162715470635,-75.22037817859857,39.94137929268374
2868,0071,421010071004,1,4,39,-75.22964018072823,39.939713195860385,-75.22832658647475,39.9383225673122
2966,0071,421010071004,1,1,59,-75.22785365078579,39.93858702752385,-75.23012903437575,39.93837613490516
2449,0074,421010074006,2,2,48,-75.21886188219884,39.93868009473324,-75.21859237770208,39.9384494617298
1714,0072,421010072002,1,3,38,-75.22894673520287,39.94379548439638,-75.22862081325974,39.944056881550324
3084,0071,421010071007,2,2,52,-75.2254277755451,39.94236660082755,-75.2243197352142,39.94262468967374
3073,0070,421010070004,1,2,81,-75.22411170099929,39.934249778113326,-75.2225007610214,39.9337374692118
1748,0074,421010074006,1,2,18,-75.21686195531612,39.939160892401524,-75.2184327547908,39.9391689455722
2923,0077,421010077001,1,3,46,-75.21067916454906,39.94776344398001,-75.20944128788372,39.94822059951656
3302,0073,421010073002,1,3,33,-75.22351181392453,39.94264006842617,-75.22204491020373,39.941279152527514
2575,0078,421010078004,1,5,36,-75.21736770628121,39.94826419233908,-75.2196137724843,39.94716091386161
2278,0074,421010074002,1,5,30,-75.21232351344597,39.94447463077533,-75.21278372257648,39.94140332043665
3169,0070,421010070004,1,2,57,-75.22357614553763,39.93496772318472,-75.22264841821706,39.93468079143904
3483,0072,421010072007,1,2,43,-75.23195277907097,39.94341804246199,-75.23213936670568,39.94494499279814
747,0074,421010074008,2,3,59,-75.21503975709264,39.939982769439986,-75.21540848385001,39.93975344886214
2859,0078,421010078005,1,3,26,-75.21318668069208,39.948173683987896,-75.21333512913476,39.94670813726456
285,0074,421010074007,1,2,75,-75.2202593334712,39.93948649345574,-75.2189953940029,39.94043859543784
3468,0073,421010073002,1,2,45,-75.22333853239724,39.94396305974281,-75.22142816305188,39.94183154534333
2547,0078,421010078004,2,5,46,-75.21745818126784,39.94691228236546,-75.2185926579126,39.94793777435653
752,0077,421010077001,2,4,23,-75.20724325381748,39.948765175272705,-75.20755589563785,39.9487648019052
2118,0070,421010070004,1,2,29,-75.2245998551992,39.93453573897834,-75.22342679648064,39.93557249721583
1672,0069,421010069001,1,2,47,-75.21074006273997,39.933523719974524,-75.21539792817121,39.92699166632759
39,0072,421010072006,1,1,52,-75.23553442646603,39.94573634039754,-75.23598746555916,39.94561985724368
332,0078,421010078001,1,4,28,-75.21242099068822,39.945757797914894,-75.21220505619502,39.94482722123765
1452,0078,421010078004,2,4,55,-75.21824757420698,39.9466266640751,-75.21831689333962,39.94812870976757
3101,0070,421010070004,1,2,41,-75.22321330484885,39.933925602607125,-75.22354056625367,39.93370903261868
1532,0071,421010071007,1,2,27,-75.22406115020169,39.94270240774777,-75.22724847151345,39.943808942162605
1799,0070,421010070001,1,3,70,-75.21819869787272,39.93725503194942,-75.21942041027741,39.937603460462284
