TRACT,RESPNUM_,SEX,EDUCATION,AGE,Xcoord0,Ycoord0,Xcoord1,Ycoord1
42101007400,2862,1,2,63,-75.21790741855416,39.939772809831034,-75.21401661200565,39.94103048481428
42101007000,704,1,2,65,-75.21953971626677,39.93515074555764,-75.21838392209112,39.9360170930301
42101007100,1451,1,2,35,-75.22293772758928,39.93905166936807,-75.22862497252503,39.94261565443052
42101007100,3044,1,2,56,-75.2224472007679,39.94014866690634,-75.22324498794987,39.93844318775575
42101007100,3628,1,2,61,-75.22206472019586,39.9398799615651,-75.22715160117076,39.94221766135564
42101007100,1449,1,1,55,-75.22483149840603,39.93875769246978,-75.22341605438478,39.939124335276155
42101007400,738,2,3,52,-75.21626892563934,39.94072161005288,-75.21581236420035,39.94120575127708
42101007200,187,1,2,28,-75.23071491456244,39.94224181266468,-75.23147414970245,39.942897568221504
42101007000,3421,1,4,54,-75.21759543727549,39.9351933955306,-75.22328082374285,39.935612174375926
42101006900,1725,1,2,46,-75.21650512532239,39.93310367490733,-75.21250888940044,39.93152466301847
42101007200,2914,1,4,48,-75.23558590489425,39.94246047109735,-75.23493531945552,39.94190572547172
42101007000,1605,1,2,57,-75.2218603350596,39.933566131647055,-75.22535539259766,39.935560801572194
42101007100,3191,2,3,34,-75.22463409230356,39.937621177242804,-75.22420463694807,39.93735292073948
42101007300,553,2,3,66,-75.22686647161767,39.94748821904998,-75.22449796442083,39.94653230345329
42101007100,2075,2,3,61,-75.22504104366126,39.93848190381671,-75.22686044804124,39.94156581187369
42101007000,183,1,1,69,-75.22001180886838,39.934959443557396,-75.217502725014,39.93706000685142
42101007100,3158,1,3,57,-75.22603902824912,39.93657050771179,-75.22791761374805,39.936679030013444
42101007100,3376,1,3,41,-75.22774927852734,39.93732788674327,-75.22436391933688,39.936465813029585
42101007400,3531,1,1,60,-75.21486546238938,39.941316420684366,-75.21431099228481,39.94048996695162
42101007000,806,1,2,56,-75.21994959863899,39.93320776097697,-75.22060540243297,39.931999550396895
42101007100,3084,2,2,52,-75.22777277910636,39.94114032764987,-75.22712275415762,39.94089571983322
42101007000,224,1,1,48,-75.22058499066888,39.93822527688472,-75.22303917106329,39.93627812534604
42101007800,3057,1,4,48,-75.22061617633176,39.94794438124925,-75.21239671305813,39.9466839899349
42101007400,2606,1,3,46,-75.21096158167477,39.94400362231267,-75.20933653816377,39.94212031522536
42101007300,2350,1,3,67,-75.22561456488025,39.94535404290383,-75.22666738500327,39.945272441139515
42101007400,1567,1,3,42,-75.21139270004271,39.94515691671607,-75.21909008514427,39.9404441455697
42101007800,278,2,4,26,-75.21573303698497,39.94767707395528,-75.21475274322944,39.947755262308085
42101007100,2467,1,2,18,-75.22326464425652,39.93961210846918,-75.22316349116832,39.94046006987816
42101006900,2117,1,3,57,-75.21211196309592,39.931766148228014,-75.2171768174879,39.92823478803051
42101007000,1422,1,1,26,-75.21820195679204,39.93790378262365,-75.21784438569203,39.937117269728866
42101006900,75,1,4,40,-75.22149493068869,39.93029844376066,-75.21565539968027,39.93446606127772
42101007400,1929,1,2,56,-75.21853306991973,39.939798606765294,-75.21355131225604,39.94085385011744
42101006900,1355,1,1,54,-75.218081886092,39.93283241518437,-75.21285144090815,39.9286269897446
42101007300,1639,1,4,52,-75.22071769941196,39.94434843564286,-75.22046013479184,39.945214900494854
42101007300,227,1,2,39,-75.2198420227681,39.94246617126103,-75.21915863212088,39.94242905523332
42101007100,1945,1,3,75,-75.22461371724832,39.94056039713999,-75.22476198785708,39.94091285437879
42101007400,1795,2,3,51,-75.21384084232021,39.940851042532856,-75.21483452146488,39.94239123263266
42101007000,708,1,2,59,-75.22514235334397,39.93374423776938,-75.2229969283414,39.93659363151223
42101007000,3169,1,2,57,-75.22143121523085,39.933849579328005,-75.22427320375441,39.93563390433633
42101007100,3599,1,1,46,-75.2213467913365,39.939836089591886,-75.23205861840238,39.9395644829275
42101007200,1412,1,2,60,-75.23031578404337,39.9426880121717,-75.22801410362543,39.945061379423
42101007400,2022,2,3,35,-75.21591434459478,39.94102467470552,-75.2152415416488,39.94251840311788
42101007800,32,1,2,61,-75.21507869409737,39.948524624376425,-75.21433953238918,39.94634945898709
42101006900,1553,1,2,54,-75.21827133903254,39.93365446277496,-75.2157120007719,39.93324406745715
42101007000,1542,1,2,57,-75.22092408721402,39.93231915295468,-75.21815032143739,39.934149284008285
42101007300,2086,1,3,35,-75.22531320737832,39.945290422866755,-75.22271848673797,39.943299695955126
42101007800,2246,2,2,41,-75.22135930558763,39.947673961320014,-75.22239958284554,39.947621496061075
42101007100,2114,1,2,71,-75.22568589516668,39.94001431195516,-75.22635704117081,39.93959620031884
42101007400,116,1,2,48,-75.21654272619594,39.93969792796639,-75.2149966258321,39.94075114256651
42101007000,3154,1,3,60,-75.2179082343158,39.93723160289706,-75.22457532206941,39.93617252386377
42101006900,818,1,2,52,-75.21534099952734,39.933791720605704,-75.21984487596708,39.932017728917636
42101006900,1420,1,3,46,-75.21276635634796,39.93113060175303,-75.20927714033184,39.93401134049585
42101007100,3126,1,2,30,-75.22240581074742,39.939829660763,-75.22514427133697,39.94299503836548
42101007000,3226,2,3,34,-75.22277618719721,39.93265099972681,-75.22502545920541,39.93410630997228
42101007800,1539,1,5,29,-75.2168617592141,39.94825557021429,-75.21306587804825,39.94594107527817
42101007200,2910,1,5,42,-75.2317401481707,39.94489656799461,-75.23226961973774,39.9444698197498
42101007000,164,1,3,30,-75.22142050752241,39.93763055535652,-75.22180951125883,39.93789178075772
42101007000,357,1,2,72,-75.21634042824596,39.93571076303567,-75.21697521439683,39.9356820961673
42101007300,536,2,2,39,-75.22472982368824,39.946309606325265,-75.22356684265479,39.94635192567715
42101007000,253,1,1,51,-75.21972484165016,39.937779798791134,-75.22081737341232,39.937976907379735
42101007800,883,1,2,64,-75.21227487046804,39.94781516265056,-75.2191266651971,39.94497846064923
42101007800,3296,2,5,29,-75.21148884755773,39.947706176217466,-75.21511858343005,39.94420870021866
42101006900,2492,1,2,58,-75.22104243945576,39.93023498751122,-75.21911416831844,39.932964579237904
42101007800,950,2,3,52,-75.2149301476164,39.947901883178375,-75.21634040580983,39.94553690108793
42101007400,3247,2,2,67,-75.21038821563656,39.94400063218583,-75.21517360069872,39.93710008934844
42101007000,2308,1,3,19,-75.21937646436648,39.937248720227416,-75.2212371159655,39.93836483065605
42101007100,2949,2,1,37,-75.2268861956802,39.935000765250365,-75.22550735238634,39.93560960543847
42101007200,1406,1,2,77,-75.23436814780452,39.94373638312589,-75.23075113164586,39.94427096143315
42101007100,1531,1,2,46,-75.22472231964973,39.93940486842901,-75.22587367975534,39.94300476971062
42101007400,2449,2,2,48,-75.20997870142972,39.94327232828664,-75.22051335136719,39.93973206928319
42101006900,2967,2,2,32,-75.21608604453253,39.92846803090923,-75.21824838502084,39.93200097563223
42101007800,2941,2,4,27,-75.21394724333267,39.94851792289319,-75.2118589041606,39.94749522894303
42101007100,83,1,3,76,-75.22526606979622,39.93985013865856,-75.22886028992438,39.94306444309718
42101007800,2267,2,5,56,-75.21482774827166,39.948224166246874,-75.21457335425865,39.947178105667646
42101007700,3056,2,3,57,-75.21071547258934,39.94734986663961,-75.20925905986512,39.94591948776387
42101007400,31,2,5,45,-75.21072597054253,39.94313677834638,-75.21407054637831,39.93737434218377
42101007000,802,1,2,57,-75.22146513466382,39.93263521893859,-75.22104533904579,39.9369524637129
42101007800,2376,1,1,48,-75.21453647908629,39.943913701948986,-75.21203897157099,39.94502011807078
42101007200,2462,2,2,18,-75.23453854612639,39.94171466355242,-75.23546163427548,39.94319061959835
42101007000,2463,1,3,28,-75.22059082213381,39.937118394356354,-75.21919912488399,39.93716009374941
42101007100,1644,1,2,69,-75.22789773715199,39.939686122426636,-75.22967925173889,39.93970600920048
42101007800,2491,2,3,25,-75.21412869169916,39.947333739568855,-75.21140335398714,39.946058067871846
42101007400,661,1,2,71,-75.21714412120849,39.939189548624206,-75.21757309757628,39.93949243913226
42101007400,1450,1,3,55,-75.20978562392138,39.94303656995,-75.21353486348048,39.942106010516824
42101007100,1663,1,3,36,-75.2273452467798,39.93677548475464,-75.2273943934979,39.937445039247066
42101007800,2547,2,5,46,-75.21497757020252,39.94704139228778,-75.21485756509335,39.94360167875028
42101007200,673,1,3,48,-75.2342163014804,39.94100674514463,-75.23324529761467,39.94650673564067
42101007100,18,1,2,62,-75.22407401649707,39.939579092040816,-75.22467528529738,39.94174127401496
42101007800,332,1,4,28,-75.21746651209989,39.94796265812131,-75.21950193517354,39.94797038069432
42101007800,814,2,3,29,-75.21486663054867,39.94856189940592,-75.21620422639502,39.94800941033501
42101007000,1737,2,1,47,-75.2215457055515,39.93340287941513,-75.22000359651715,39.93305051364536
42101007700,2258,2,4,34,-75.20550960478593,39.949400604654436,-75.20632391458102,39.947669961487534
42101007700,2309,1,5,69,-75.20966144980432,39.94742196634048,-75.20895425931315,39.947632612275115
42101007800,3353,1,3,24,-75.21661886914562,39.94623659558103,-75.21946355284082,39.94697925418571
42101007200,2971,1,2,58,-75.23065555530712,39.94390173539884,-75.23382142100482,39.94114471365909
42101007100,1680,1,2,63,-75.22481388827985,39.93965430190195,-75.22969698531263,39.94278131693875
42101007100,2380,1,2,50,-75.22351200923784,39.94074374579075,-75.22769954865319,39.94143216615017
42101007700,2090,1,4,45,-75.20991344472202,39.947004435549644,-75.2068041096717,39.94606258449347
42101007200,3096,1,3,27,-75.23419624956,39.94084209628509,-75.23249345232998,39.946118876130456
42101007100,900,1,2,52,-75.22133521460648,39.9390002067454,-75.2213791767661,39.93893935476223
42101006900,97,1,3,54,-75.21433226376418,39.93178092899942,-75.21587619676622,39.930964819759275
42101007000,1665,1,4,24,-75.21995919888292,39.93500568278172,-75.21678512243275,39.93589939132976
42101006900,1724,1,1,19,-75.21639690019576,39.934028545601535,-75.21588220852743,39.929289448996194
42101007100,1352,1,2,66,-75.22581830073953,39.941526798189294,-75.22677867863382,39.94177734980069
42101007700,2878,2,4,23,-75.21041435883238,39.94738300095639,-75.20913526896882,39.94781250931396
42101007800,1373,1,3,44,-75.21943618285155,39.94823178225735,-75.21181923054604,39.946332615581035
42101006900,1932,1,1,29,-75.21525903194546,39.935267553638425,-75.21538084873691,39.93445008724324
42101007100,2490,2,2,33,-75.22654116761153,39.94058552765486,-75.22611607384084,39.94057095707142
42101007400,1443,1,3,48,-75.21030784097965,39.94396439001571,-75.21070197414635,39.94369189904532
42101007100,3624,1,2,75,-75.22603485416408,39.94199750125647,-75.22769387660699,39.938914103506406
42101007000,2408,2,2,60,-75.22203040510794,39.934503140062624,-75.22383303454842,39.933852627799055
42101007000,3101,1,2,41,-75.21972617590403,39.933411887509365,-75.22426585459442,39.9330751050677
42101007400,1657,1,3,50,-75.20938595814278,39.94284990626668,-75.210300838704,39.94457241191239
42101007300,85,1,3,59,-75.22458283431583,39.94356548270585,-75.226156915433,39.94580713334741
42101007800,72,1,2,64,-75.21230474058348,39.94811340533701,-75.21792348835481,39.94420531356785
42101007000,1457,1,1,49,-75.22134567827565,39.93792430134538,-75.21933957458629,39.938233438325845
42101007800,2831,2,4,48,-75.2152859721315,39.947338875180655,-75.2159104548158,39.94782293928976
42101007800,118,2,4,46,-75.21516379927357,39.948182056685184,-75.21286116348223,39.944558136595056
42101007100,3000,1,2,83,-75.22674845649412,39.94108957536617,-75.22773691413052,39.93977400409146
42101007100,1548,1,3,64,-75.22727554173215,39.936913713567925,-75.22711161713038,39.937381580576535
42101007200,3004,1,4,48,-75.23564803260717,39.94197804196899,-75.23561350295324,39.94316027614352
42101007100,787,1,3,57,-75.22727176376783,39.9347680536557,-75.22554133552744,39.936127752465865
42101007800,2077,1,3,50,-75.21952211282407,39.94741189782687,-75.21127264092839,39.945710919488924
42101007400,16,2,2,59,-75.21094088088323,39.94452884869616,-75.21748313751367,39.94120032626727
42101007300,1535,2,3,30,-75.22232798504777,39.945765548119475,-75.22323870402768,39.9451410092162
42101007300,1598,1,5,63,-75.21777630582154,39.94297777248976,-75.21841122147893,39.942547291357386
42101007100,845,1,3,50,-75.22702772354447,39.93619403772312,-75.22692135943403,39.935422816164
42101007200,2838,1,3,78,-75.23350873730918,39.94488597775034,-75.22869155858783,39.94554372664686
42101006900,3220,1,3,47,-75.21294266453454,39.9314209933113,-75.21525329061267,39.93205810078893
42101007400,2958,1,3,78,-75.21437436434769,39.93835139471146,-75.21741792266769,39.9377044647683
42101007300,1522,1,2,75,-75.22374909657267,39.94656495798643,-75.22466099128965,39.94615724477293
42101007100,3366,2,5,34,-75.22731893847741,39.94372782762442,-75.22525188805015,39.9427937907462
42101007400,1748,1,2,18,-75.2191882892397,39.93867639786125,-75.21694056128007,39.941092056060214
42101007400,201,1,4,44,-75.21262654391535,39.943896949077555,-75.21385372064897,39.94366582049688
42101007300,2587,1,3,51,-75.22719948861577,39.94599462880867,-75.22227401260537,39.94304358871113
42101006900,258,1,3,49,-75.21097205218328,39.93391040082423,-75.21553465662491,39.92903265818329
42101007400,2196,1,2,85,-75.21640801108771,39.93871940157365,-75.21732575015729,39.93929970247269
42101007100,1505,1,1,53,-75.22318577297314,39.93908075325845,-75.23147995132939,39.93884333462868
42101007800,677,1,4,56,-75.21690266894412,39.94805658669856,-75.2146494629456,39.94371522135235
42101007200,1508,1,3,55,-75.2325478632272,39.94186480077418,-75.22885072561351,39.94429724497616
42101007200,354,1,2,57,-75.23098856136355,39.94433138168902,-75.23029126118564,39.94262439792467
42101007400,3121,2,2,48,-75.20853777908421,39.94238203407297,-75.20791349281036,39.94261267998526
42101007100,1628,2,2,41,-75.22645591704075,39.939811209178956,-75.2277990822244,39.94083261507279
42101007800,1541,2,4,42,-75.2142325052804,39.94856805704154,-75.2144060803556,39.9440978216757
42101007800,2505,1,5,31,-75.21866428059522,39.94774669111391,-75.21221126434993,39.94501963820067
42101007700,59,2,4,25,-75.20624364529348,39.948321000583974,-75.21146083494655,39.948795085050136
42101007000,3198,1,2,51,-75.22571105255129,39.93440620815137,-75.22634323080078,39.93475085698769
42101007800,1483,1,2,18,-75.2144914926964,39.94839157355894,-75.21984471933986,39.946021122885675
42101007400,2999,2,5,26,-75.21375230561118,39.94269981211087,-75.21252545690552,39.94280802173682
42101007400,758,1,5,48,-75.21837688298241,39.94212015294247,-75.2203095098525,39.94006122399517
42101007100,2454,1,3,32,-75.22567631329284,39.93598646800508,-75.22647933675582,39.94364538483237
42101007000,202,1,1,68,-75.21771651150571,39.93517988816782,-75.22204879951742,39.93748905006905
42101007100,3206,1,4,48,-75.22882097183529,39.938560958247834,-75.22802129627226,39.93926237879892
42101007000,2325,1,2,54,-75.22176327729262,39.93334635931227,-75.22372753486756,39.9345985928315
42101007100,1953,1,1,47,-75.22724903656072,39.94063854445018,-75.22994879031417,39.94056989780858
42101007100,1472,1,4,51,-75.22910780855003,39.9384132640664,-75.2289664717093,39.93734745224486
42101007100,3324,1,2,67,-75.22512084936521,39.93993962290545,-75.22572533938656,39.94165408297703
42101007000,2210,1,2,60,-75.2175934615753,39.93421230933634,-75.22587708057591,39.93511054382755
42101007200,3003,2,2,49,-75.23621359763378,39.94261973666153,-75.22843817654265,39.945587234543595
42101007100,1478,1,3,24,-75.22716861039297,39.936863475710844,-75.22400123673846,39.94171718468617
42101006900,226,1,3,40,-75.21509452356992,39.929763038618624,-75.20980253609623,39.93305788830118
42101007800,1969,2,2,57,-75.21836755598314,39.94533905194326,-75.2187809795638,39.94447679124062
42101007000,2170,1,3,59,-75.22044802491827,39.93743647220613,-75.2186306961072,39.93802860470449
42101006900,1876,1,4,25,-75.2147340303714,39.934473376769404,-75.2206354134935,39.93006171796426
42101007800,892,1,2,57,-75.21523584615986,39.94765205253449,-75.21315803729274,39.94682856654269
42101007000,3552,1,3,72,-75.2198072625964,39.935989167042344,-75.22024321326701,39.935529250124006
42101007300,2199,1,4,52,-75.21925710823231,39.944447117788776,-75.22244475805586,39.94251697677413
42101007000,2471,1,2,74,-75.2175723014599,39.935188205677214,-75.21731132659583,39.936462592476175
42101007100,925,2,2,43,-75.22684542187427,39.93939429898381,-75.22491133923057,39.939982639884825
42101007300,1357,1,2,67,-75.22581125320052,39.94667597937847,-75.22503056848298,39.944410343338696
42101007400,2586,1,2,49,-75.21932662255483,39.93974716998926,-75.21795819848705,39.939060924694104
42101007100,163,1,2,60,-75.22793806427714,39.94239191460668,-75.22298522010765,39.94074343763966
42101007700,3095,1,4,26,-75.20927972605654,39.94820311673533,-75.20632536315581,39.94701375751085
42101007100,1917,1,4,46,-75.23130136190004,39.9381346488913,-75.22990969551773,39.93940747820076
42101006900,2153,1,2,19,-75.21236972797392,39.928053391137595,-75.2173775235705,39.931561847588505
42101007800,2372,1,5,49,-75.21728712700451,39.94699360979081,-75.21879203727872,39.94679684407381
42101007000,2307,2,3,33,-75.2228588142511,39.93179433364737,-75.2218172768088,39.935078682018734
